idnumber,smiles
HMDB0062679,O=C(O)CCCC=CCC1C(O)CC(=O)C1C=CC(O)CCc1ccccc1
HMDB0062691,CCCCCC(=O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
HMDB0062712,CC(=CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O
HMDB0062723,ONc1ccc(-c2ccccc2)cc1
HMDB0094645,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O
HMDB0094673,CC(C)CC1N=C(O)C(Cc2ccccc2)N=C1O
HMDB0112083,CCCCCc1oc(CCC(=O)O)c(C)c1C
HMDB0112094,CCCc1cc(C)c(CCCCCCC(=O)O)o1
HMDB0124994,O=C(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
HMDB0125161,O=C(O)Cc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
HMDB0127731,O=C1CCC(Cc2ccc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1
HMDB0127769,COc1cc(CC2CCC(=O)O2)ccc1OS(=O)(=O)[O-]
HMDB0127983,O=C(O)C=Cc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
HMDB0129424,O=C(O)C1OC(Oc2c3ccoc3cc3oc(=O)ccc23)C(O)C(O)C1O
HMDB0130523,COc1cc2oc(=O)ccc2cc1C1OC1C(C)(C)OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0132893,COc1cc(O)cc(O)c1C(=O)C=Cc1ccc(O)cc1
HMDB0240215,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1NC(C)=O
HMDB0240216,O=C(CS(=O)Cc1ccco1)NCC=CCOc1cc(C[NH+]2CCCCC2)ccn1
HMDB0240220,C[NH+](C)CCn1nc(Cc2ccccc2)c2ccccc2c1=O
HMDB0240221,c1ccc(CN(CC[NH+]2CCCC2)c2ccccc2)cc1
HMDB0240232,CCOCCn1c(C2CC[NH+](CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
HMDB0240237,C[NH+]1CCc2c(c3ccccc3n2Cc2ccccc2)C1
HMDB0240238,Cc1ccc(C(CC[NH+](C)C)c2ccccc2)cc1
HMDB0240244,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1
HMDB0240247,C[NH+]1CCC(=C2c3ccccc3Sc3ccccc32)CC1
HMDB0240250,C[NH+](C)CCOc1ccccc1Cc1ccccc1
HMDB0240285,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
HMDB0240369,CC(=O)Nc1cc2nc3ccccc3oc-2cc1=O
HMDB0240371,O=C(O)CCc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
HMDB0240377,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
HMDB0240378,O=C1Nc2ccccc2OC1OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0240433,O=C1OCC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1Cc1cccc(O)c1
HMDB0240438,O=C(O)C1OC(OC2Oc3ccccc3N=C2O)C(O)C(O)C1O
HMDB0240440,CC1C(Oc2ccccc2CC(=O)O)OC(C(=O)O)C(C)C1C
HMDB0240442,O=C(O)C1OC(OC2Oc3ccccc3N(O)C2=O)C(O)C(O)C1O
HMDB0240464,Cc1cc(=O)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12
HMDB0240465,Cc1cc(=O)oc2cc(OS(=O)(=O)[O-])ccc12
HMDB0240471,O=C1CCC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1
HMDB0240474,O=C1CCC(Cc2cc(O)cc(OS(=O)(=O)[O-])c2)O1
HMDB0240475,O=C1CCC(Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)O1
HMDB0240487,O=S(=O)([O-])Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1O
HMDB0240492,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OS(=O)(=O)[O-])c(OC)c2)ccc1O
HMDB0240498,Oc1ccc(CCc2cc(O)cc(O)c2)cc1
HMDB0240500,O=S(=O)([O-])Oc1cc(O)cc(CCc2ccc(O)cc2)c1
HMDB0240502,O=S(=O)([O-])Oc1ccc(CCc2cc(O)cc(O)c2)cc1
HMDB0240504,O=S(=O)([O-])Oc1cccc(CC(CO)C(CO)Cc2cccc(O)c2)c1
HMDB0240506,O=C1OCC(Cc2cccc(OS(=O)(=O)[O-])c2)C1Cc1cccc(O)c1
HMDB0240508,O=S(=O)([O-])Oc1cc(C2Oc3cc(O)cc(O)c3CC2O)ccc1O
HMDB0240510,O=S(=O)([O-])Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1O
HMDB0240513,O=S(=O)([O-])Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
HMDB0240515,O=S(=O)([O-])Oc1ccc(C2COc3cc([O-])ccc3C2)cc1
HMDB0240522,O=c1c(-c2ccc(O)cc2)coc2cc(OS(=O)(=O)[O-])cc(O)c12
HMDB0240525,COc1ccc(C2CC(=O)c3c(O)cc(OS(=O)(=O)[O-])cc3O2)cc1O
HMDB0240526,COc1cc(CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0240538,COc1ccc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1O
HMDB0240539,O=c1c(OS(=O)(=O)[O-])c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
HMDB0240546,O=C1CC(c2ccc([OH2+])cc2)Oc2cc(O)cc(OS(=O)(=O)[O-])c21
HMDB0240548,O=C(O)C=Cc1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0240563,O=C(O)C1OC(Oc2ccc(CCO)cc2)C(O)C(O)C1O
HMDB0240564,O=C(O)C1OC(Oc2ccc3ccc(=O)oc3c2)C(O)C(O)C1O
HMDB0240566,O=C(O)C1OC(Oc2ccc3c(c2)oc(=O)c2cc(O)ccc23)C(O)C(O)C1O
HMDB0240567,O=c1oc2cc(OS(=O)(=O)[O-])ccc2c2ccc(O)cc12
HMDB0240569,O=c1oc2cc(OS(=O)(=O)[O-])ccc2c2ccccc12
HMDB0240570,O=c1oc2cc(OS(=O)(=O)[O-])ccc2c2cc(O)c(O)cc12
HMDB0240572,COc1cc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)ccc1O
HMDB0240573,COc1cc(C=O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0240591,CC(=O)C1CCC2C3CCC4CC(OS(=O)(=O)[O-])CCC4(C)C3CCC12C
HMDB0240640,NC(=O)CCc1c[nH]c2ccccc12
HMDB0240642,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O
HMDB0240657,O=S(=O)([O-])Oc1ccc2cccc(O)c2n1
HMDB0240658,O=S(=O)([O-])Oc1cccc2ccc(O)nc12
HMDB0240660,[NH3+]C(Cc1c[nH]c2ccc(Br)cc12)C(=O)O
HMDB0240661,O=C(O)CNC(=O)Cc1c[nH]c2ccccc12
HMDB0240700,O=C1CCC(Cc2ccc(OS(=O)(=O)[O-])cc2)O1
HMDB0240708,O=C(c1ccccc1)c1ccc(O)cc1
HMDB0240711,Oc1ccc(Cc2ccc(O)cc2)cc1
HMDB0240712,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
HMDB0240715,O=C(c1ccccc1)c1ccc(O)cc1O
HMDB0240716,COc1cc(C=CC(=O)O)ccc1OS(=O)(=O)[O-]
HMDB0240720,COc1ccc2nc3cc(N)c(=O)cc-3oc2c1
HMDB0240721,COc1ccc(C(=O)c2ccccc2)c(OS(=O)(=O)[O-])c1
HMDB0240725,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
HMDB0240727,COc1cc(C=CC=CC(=O)Nc2ccc(O)cc2C(=O)O)ccc1O
HMDB0241253,CCCC=CC=CCC(O)CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
HMDB0241799,CCCCCC=CC=CC(CC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O[O]
HMDB0241886,CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
HMDB0241994,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(CCC(N)=O)C(=O)O
HMDB0241999,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(CCCC[NH3+])C(=O)O
HMDB0242009,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NC(CC(N)=O)C(=O)O
HMDB0242015,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NC(Cc1c[nH+]c[nH]1)C(=O)O
HMDB0242066,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NC(CC(N)=O)C(=O)O
HMDB0242106,Cc1cc(O)cc2c1OC(C)(CCC(=O)O)CC2
HMDB0242114,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
HMDB0242129,CC(C(=O)O)c1ccc2cc(OS(=O)(=O)[O-])ccc2c1
HMDB0242143,O=C(O)C(=O)c1c[nH]c2ccccc12
HMDB0242146,CC(O)=Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
HMDB0242152,O=S(=O)([O-])Oc1ccc2ccccc2c1
HMDB0242153,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
HMDB0242214,COC1=CC(=O)OC(C=Cc2ccccc2)C1
HMDB0242230,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c(C(O)c2ccc(F)cc2)c1
HMDB0242239,CC(OC(=O)Cl)C1c2ccccc2-c2ccccc21
HMDB0242253,O=C(CC1[NH2+]CCCC1O)Cn1cnc2ccccc2c1=O
HMDB0242263,C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
HMDB0242266,CCON=C(C=CC(C)[N+](=O)[O-])CNC(=O)c1cccnc1
HMDB0242278,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CC[NH+](CCNS(C)(=O)=O)CC1
HMDB0242298,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(OC)CC21C
HMDB0242309,COc1cc(C=CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
HMDB0242310,COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O
HMDB0242340,Oc1c2c(c(O)n1CCCC[NH+]1CCN(c3ncccn3)CC1)C1CCC2C1
HMDB0242401,CC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O
HMDB0242406,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
HMDB0242411,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
HMDB0242438,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
HMDB0242441,CC(CCC(=O)NC(CO)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
HMDB0242445,CC(O)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O
HMDB0242458,Cc1nn(-c2ncccc2CO)cc1C[NH+]1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12
HMDB0242474,COc1ccccc1C[NH2+]C1CCC[NH2+]C1c1ccccc1
HMDB0242481,COC(=O)NN=Cc1cnc2ccccc2n1
HMDB0242503,C=C1CC(CC(C)C2CCC3C(=CC=C4CC(O)CC(O)C4=C)CCCC32C)OC1=O
HMDB0242547,CCC1(O)C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
HMDB0242556,CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)O
HMDB0242567,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1
HMDB0242590,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O
HMDB0242619,COc1cc(O)c2c(c1)OC(c1ccccc1)CC2=O
HMDB0242646,CC(=CCNN=C(C)C(=O)O)c1ccccc1
HMDB0242661,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1
HMDB0242666,CN(c1nc2ccccc2s1)C1CC[NH+](CC(O)COc2ccc(F)c(F)c2)CC1
HMDB0242697,C[NH+]1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2
HMDB0242721,CNC(=O)C1OC(n2cnc3c(NCc4ccc(N)cc4)ncnc32)C(O)C1O
HMDB0242725,CC(O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
HMDB0243490,COc1cc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)ncn1
HMDB0243522,C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
HMDB0243534,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1C
HMDB0243545,CN1c2ccc(OC(=O)Nc3ccccc3)cc2C2(C)CC[NH+](C)C12
HMDB0243551,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
HMDB0243591,CCCCC(NC(=O)C1CCCN1C(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NCC(N)=O
HMDB0243628,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(n2cnc3nc(N)[nH]c(=O)c32)C1O
HMDB0243640,COc1ccc(C(=O)C=Cc2cccc(OC)c2OC)cc1
HMDB0243652,[NH3+]C(CC(=O)c1cccc([N+](=O)[O-])c1)C(=O)[O-]
HMDB0243678,Oc1ccc(C2COc3cc(O)ccc3C2)cc1
HMDB0243694,O=C(CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2
HMDB0243739,CC([NH3+])Cc1cccc(C(F)(F)F)c1
HMDB0243773,CC(N=C=O)c1cccc2ccccc12
HMDB0243804,CCCC(C(=O)c1ccc2ccccc2c1)[NH+]1CCCC1
HMDB0243809,CCc1cccc(NC(=O)Cn2cc(C(=O)O)ccc2=O)c1
HMDB0243812,CC(=O)n1[nH]c(=O)n(-c2ccccc2)c1=O
HMDB0243816,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O
HMDB0243820,Nc1cccc2cc3ccccc3cc12
HMDB0243831,O=C(c1ccc2c(c1)OCO2)N1CCCCC1
HMDB0243837,c1ccc(Cc2nccc3ccccc23)cc1
HMDB0243892,O=C(O)c1ccc2ccccc2c1O
HMDB0243898,O=C1c2ccccc2C(=O)c2c(O)cccc21
HMDB0243925,Cn1c(-c2ccccc2)cc2ccccc21
HMDB0243929,C[NH+]1CC=C(c2ccccc2)CC1
HMDB0243932,Cn1cc(CC([NH3+])C(=O)O)c2ccccc21
HMDB0243934,C[NH+]1C=NC(CC([NH3+])C(=O)N2CCCC2C(=O)NC(=O)C2CCC(=O)N2)=C1
HMDB0243936,Cc1cccc2c1C(=O)c1ccccc1C2=O
HMDB0243945,Cc1ccc2ccc3cccc4ccc1c2c34
HMDB0243955,O=S(=O)([O-])c1cccc2ccccc12
HMDB0243957,NC(=O)c1cccc2ccccc12
HMDB0243958,CC(=O)Oc1cccc2ccccc12
HMDB0243959,CCCC(=O)Oc1cccc2ccccc12
HMDB0243960,O=C=Nc1cccc2ccccc12
HMDB0243961,S=C=Nc1cccc2ccccc12
HMDB0243962,O=P(O)(O)Oc1cccc2ccccc12
HMDB0243963,O=S(=O)([O-])Oc1cccc2ccccc12
HMDB0243965,O=C(NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O)c1ccccc1
HMDB0243967,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
HMDB0243968,O=Nc1c(O)ccc2ccccc12
HMDB0243984,O=c1[nH]nc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
HMDB0243990,C1=C(c2ccccc2)CCCC1
HMDB0244004,O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34
HMDB0244005,O=Cc1ccc2ccc3cccc4ccc1c2c34
HMDB0244007,OCc1ccc2ccc3cccc4ccc1c2c34
HMDB0244008,[N-]=[N+]=Cc1ccc2ccc3cccc4ccc1c2c34
HMDB0244010,O=S(=O)([O-])OCc1ccc2ccc3cccc4ccc1c2c34
HMDB0244053,c1cnc2c(c1)ccc1cccnc12
HMDB0244054,O=C1C(=O)c2cccnc2-c2ncccc21
HMDB0244055,O=C1C=Cc2cc3ccccc3cc2C1=O
HMDB0244078,CC1=CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1
HMDB0244083,Cc1ccc2ccccc2c1C
HMDB0244093,c1ccc(CCc2ccccc2)cc1
HMDB0244094,[NH3+]C(c1ccccc1)C([NH3+])c1ccccc1
HMDB0244095,O=C(Cc1ccccc1)c1ccccc1
HMDB0244101,O=C1C=Cc2ccccc2C1=O
HMDB0244116,[NH3+]C1CCCc2ccccc21
HMDB0244118,NS(=O)(=O)c1ccc2c(c1)C[NH2+]CC2
HMDB0244192,Cn1c(=O)c2nc(C=Cc3cccc(Cl)c3)n(C)c2n(C)c1=O
HMDB0244212,O=C(O)c1cc(O)c2ccccc2c1O
HMDB0244215,Cc1ccc(C)c2ccccc12
HMDB0244221,O=C1C=CC(=O)c2ccccc21
HMDB0244232,O=C=Nc1cccc2c(N=C=O)cccc12
HMDB0244234,O=C(NNc1ccccc1)NNc1ccccc1
HMDB0244235,O=C(C=Cc1ccccc1)C=Cc1ccccc1
HMDB0244247,c1cnc2c(c1)ccc1ncccc12
HMDB0244253,Oc1cccc2cc3cccc(O)c3c(O)c12
HMDB0244275,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
HMDB0244280,CC(O)=Nc1ccc(S(=O)(=O)Nc2nc(C)cc(C)n2)cc1
HMDB0244287,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12
HMDB0244288,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
HMDB0244308,NC(=O)c1cccc2cn(-c3ccc(C4CCC[NH2+]C4)cc3)nc12
HMDB0244312,COc1cc(OC)c2c(=O)nc(-c3cc(C)c(OCCO)c(C)c3)[nH]c2c1
HMDB0244335,CCOc1ccc(-c2nc(-c3cccc4c3CCC4[NH2+]CCO)no2)cc1OCC
HMDB0244337,COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2ncccc2c1
HMDB0244342,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
HMDB0244387,Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)[NH+](CC2CC2)CCC314
HMDB0244393,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
HMDB0244396,O=C(O)CCCC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1
HMDB0244398,COc1ccc(CC[NH2+]C(C)COc2c(C)cccc2C)cc1OC
HMDB0244403,CC(Cc1ccc(OCC(=O)O)cc1)[NH2+]CC(O)c1cccc(Cl)c1
HMDB0244404,O=C(CC[NH+]1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1
HMDB0244406,CC(C)(O)C1Cc2c(ccc3ccc(=O)oc23)O1
HMDB0244408,COC(=O)c1ccccc1NC1=CC(=O)C(=O)c2ccccc21
HMDB0244410,O=C(CCCc1ccc2ccc3cccc4ccc1c2c34)ON1C(=O)CCC1=O
HMDB0244411,CCc1oc(CCC(=O)O)c(C(=O)O)c1C
HMDB0244418,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1
HMDB0244419,CCCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1
HMDB0244424,Cc1cccc2oc3c(CC(=O)O)cccc3c(=O)c12
HMDB0244433,Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21
HMDB0244439,C[NH+](C)C(CCOc1cccc2ccccc12)c1ccccc1
HMDB0244459,CC([NH2+]C(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O
HMDB0244463,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1
HMDB0244472,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21
HMDB0244480,O=C(O)c1cc(-c2cc(C(=O)O)c3ccccc3n2)nc2ccccc12
HMDB0244491,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
HMDB0244493,Cn1c(N)nc2ncc(-c3ccc(O)cc3)cc21
HMDB0244497,CN1C=CCC(C(=O)OCC2OC(n3ccc(=O)[nH]c3=O)CC2N=[N+]=[N-])=C1
HMDB0244499,O=C1c2ccccc2-c2n[nH]c3cccc1c23
HMDB0244516,CCCCCC(=O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O
HMDB0244526,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
HMDB0244537,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O
HMDB0244543,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO
HMDB0244544,Fc1ccc2c(C=Cc3nn[nH]n3)c[nH]c2c1
HMDB0244545,[NH3+]C1Cc2cc3c(cc2C1)OCO3
HMDB0244548,CCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1
HMDB0244553,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O
HMDB0244556,COc1cc(C(=O)c2ccc(C)cc2)cc([N+](=O)[O-])c1O
HMDB0244558,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)O)cc1
HMDB0244561,CCc1cc(CCc2nc3ccccc3o2)c(=O)[nH]c1C
HMDB0244562,CCc1cc(NCc2nc3c(C)ccc(C)c3o2)c(=O)[nH]c1C
HMDB0244563,COc1ccc(C2CNC(=O)NC2)cc1OC1CC2CCC1C2
HMDB0244568,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
HMDB0244572,O=[N+]([O-])c1ccc(N2CC[NH2+]CC2)c2nonc12
HMDB0244594,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCCF)c2ccccc12
HMDB0244596,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1
HMDB0244611,O=C(CC[NH+](CCCl)CCCl)c1ccc(-c2ccccc2)cc1
HMDB0244616,N#CC(Cc1ccc(O)cc1)c1ccc(O)cc1
HMDB0244646,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12
HMDB0244654,O=C(ON1C(=O)CCC1=O)c1cc2ccccc2oc1=O
HMDB0244656,O=C(Nc1ccc2ncccc2c1)ON1C(=O)CCC1=O
HMDB0244678,O=C(NN=Cc1c(O)ccc2ccccc12)c1ccccc1
HMDB0244681,COc1cccc(Oc2c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)ncnc2OCCO)c1
HMDB0244683,CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C
HMDB0244689,O=C(NCCc1cccc2ccccc12)C1CCC1
HMDB0244699,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
HMDB0244702,CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1
HMDB0244703,FC(F)(F)c1cccc(N2CC[NH2+]CC2)c1
HMDB0244705,[NH3+]C(Cc1ccc(-c2ccccc2)cc1)C(=O)O
HMDB0244709,O=P(O)(O)C(CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)[O-]
HMDB0244714,Clc1ccc(N2CC[NH+](Cc3c[nH]c4ncccc34)CC2)cc1
HMDB0244730,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
HMDB0244736,CC1Cc2c(Cl)cc(C(=O)O)c(O)c2C(=O)O1
HMDB0244751,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
HMDB0244782,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
HMDB0244786,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
HMDB0244793,C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2
HMDB0244819,CC(C)(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O
HMDB0244822,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
HMDB0244853,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
HMDB0244859,CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1
HMDB0244864,O=c1onc2cnc3ccccc3n12
HMDB0244888,CC(C[NH3+])c1c[nH]c2ccc(O)cc12
HMDB0244921,Cc1ccc(C2C(=O)c3ccccc3C2=O)c(C)c1
HMDB0244924,CCCCCc1cccc(CC(=O)O)c1
HMDB0244925,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1[NH+]1CCCC1
HMDB0244932,O=C(O)c1ccccc1N=Nc1ccc(O)cc1
HMDB0244962,O=[N+]([O-])c1cccc(C=Cc2ccc3ccccc3n2)c1
HMDB0244967,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2
HMDB0244969,CC(=O)c1ccc2c(c1)Nc1ccccc1S2
HMDB0244995,Nc1ccc(Cl)cc1C(=O)c1ccccc1
HMDB0245005,Nc1ccc2[nH]c3ccccc3c(=O)c2c1
HMDB0245007,Nc1ccc2cc3ccccc3cc2c1
HMDB0245011,Nc1ccccc1-c1ccccc1
HMDB0245018,Nc1ccc2c(c1)Cc1ccccc1-2
HMDB0245031,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21
HMDB0245035,Oc1ccc(Cl)cc1Cc1ccccc1
HMDB0245056,COc1ccccc1-c1ccc(C(=O)O)c(Cl)n1
HMDB0245066,Clc1ccccc1-c1ccccc1
HMDB0245141,O=Cc1c(O)ccc2ccccc12
HMDB0245147,O=[N+]([O-])c1ccc2c(c1)Cc1cc(O)ccc1-2
HMDB0245153,C[NH2+]CC(C)CN1c2ccccc2CCc2cc(O)ccc21
HMDB0245170,Nc1c2c(nc3ccccc13)CCC(O)C2
HMDB0245184,S=C=Nc1ccc2ccccc2c1
HMDB0245208,COc1ccccc1C(=O)C(C)(C)c1cccnc1
HMDB0245217,CC1(c2ccccc2)CC(=O)NC1=O
HMDB0245218,COC(Cc1ccccc1)C(C)C(=O)O
HMDB0245246,O=C(O)CC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)NCCc1ccccc1
HMDB0245247,[NH3+]CCCCNS(=O)(=O)c1ccc2ccccc2c1
HMDB0245248,NC(=O)c1ccc2ccccc2c1
HMDB0245249,O=C(O)c1ccc2ccccc2c1
HMDB0245251,O=P(O)(O)Oc1ccc2ccccc2c1
HMDB0245254,O=C1c2ccccc2-c2cc([N+](=O)[O-])cc3cccc1c23
HMDB0245267,O=Nc1cc(S(=O)(=O)[O-])c2ccccc2c1O
HMDB0245294,c1ccc(-c2cc3ccccc3[nH]2)cc1
HMDB0245307,CCCc1nc2c(=N)[nH]c3ccccc3c2s1
